Block	Column	Flags	F532	F635	SNR 532	SNR 635	Lectin	Sample
17	7	0	1571	1377	14.374	2.07	WGA Vector	S1-35A
17	8	0	1254	853	8.953	1.992	WGA Vector	S1-35A
17	9	0	1353	1240	21.16	15.429	WGA Vector	S1-35A
17	10	0	100	228	1.276	0.654	PNA Vector	S1-35A
17	11	0	83	0	0.255	0.01	PNA Vector	S1-35A
17	12	0	94	115	0.636	0.889	PNA Vector	S1-35A
17	13	0	1506	65322	1.774	42.383	AAL Vector	S1-35A
17	14	0	1261	60586	1.376	15.796	AAL Vector	S1-35A
17	15	0	1293	63120	4.617	14.404000000000002	AAL Vector	S1-35A
17	1	0	1020	607	56.946999999999996	21.0	PSA Vector	S1-35A
17	2	0	1076	515	50.542	16.447	PSA Vector	S1-35A
17	3	0	1015	523	42.8	13.561	PSA Vector	S1-35A
17	4	0	1483	856	69.208	21.5	PSA GlycoMatrix	S1-35A
17	5	0	1613	837	18.302	3.2039999999999997	PSA GlycoMatrix	S1-35A
17	6	0	1577	978	10.929	2.592	PSA GlycoMatrix	S1-35A
17	7	0	2086	299	3.79	1.087	UEA-I Vector	S1-35A
17	8	0	1808	224	2.739	1.1540000000000001	UEA-I Vector	S1-35A
17	9	0	1869	244	5.0089999999999995	0.14300000000000002	UEA-I Vector	S1-35A
17	10	0	527	564	3.937	2.2840000000000003	LEL Vector	S1-35A
17	11	0	503	519	4.4910000000000005	2.9619999999999997	LEL Vector	S1-35A
17	12	0	417	312	7.542999999999999	1.6	LEL Vector	S1-35A
17	13	0	13093	4636	16.525	4.083	MPL Vector	S1-35A
17	14	0	16105	5537	18.217	1.6969999999999998	MPL Vector	S1-35A
17	15	0	19825	7907	84.43799999999999	2.313	MPL Vector	S1-35A
17	1	0	2192	352	80.679	14.514000000000001	BPL Vector	S1-35A
17	2	0	1771	290	54.781000000000006	8.275	BPL Vector	S1-35A
17	3	0	1974	307	72.56	7.386	BPL Vector	S1-35A
17	4	0	1732	571	108.875	21.397	MAA-I Vector	S1-35A
17	5	0	2142	1007	148.864	37.181999999999995	MAA-I Vector	S1-35A
17	6	0	1945	642	26.848000000000003	25.538	MAA-I Vector	S1-35A
17	7	0	700	13041	4.04	52.391999999999996	STL Vector	S1-35A
17	8	0	704	11205	1.034	2.182	STL Vector	S1-35A
17	9	0	820	12341	1.053	1.9069999999999998	STL Vector	S1-35A
17	10	0	1101	239	7.178	0.316	WFA Vector	S1-35A
17	11	0	1053	627	11.119000000000002	3.313	WFA Vector	S1-35A
17	12	0	1122	481	12.052999999999999	1.7280000000000002	WFA Vector	S1-35A
17	13	0	1490	539	35.927	3.7030000000000003	DBA Vector	S1-35A
17	14	0	1596	742	35.921	7.263999999999999	DBA Vector	S1-35A
17	15	0	1542	645	48.516999999999996	7.864	DBA Vector	S1-35A
17	1	0	1141	377	3.68	9.55	SBA Vector	S1-35A
17	2	0	1190	437	3.722	10.158999999999999	SBA Vector	S1-35A
17	3	0	1203	352	4.128	3.7260000000000004	SBA Vector	S1-35A
17	4	0	137	62	0.968	0.667	HHL Vector	S1-35A
17	5	0	126	66	4.838	1.113	HHL Vector	S1-35A
17	6	0	150	47	5.65	1.39	HHL Vector	S1-35A
17	7	0	872	1929	12.929	1.2570000000000001	DSA Vector	S1-35A
17	8	0	765	1527	0.7340000000000001	0.314	DSA Vector	S1-35A
17	9	0	929	2220	1.186	0.7829999999999999	DSA Vector	S1-35A
17	10	0	2794	355	88.17200000000001	3.8160000000000003	ECA Vector	S1-35A
17	11	0	2748	412	39.516	2.3280000000000003	ECA Vector	S1-35A
17	12	0	2592	330	42.386	1.431	ECA Vector	S1-35A
17	13	0	1824	999	27.456	0.637	GSL-II Vector	S1-35A
17	14	0	1929	812	29.149	0.466	GSL-II Vector	S1-35A
17	15	0	2058	900	43.696000000000005	7.619	GSL-II Vector	S1-35A
17	1	0	2463	446	7.239	5.301	LTL Lotus Vector	S1-35A
17	2	0	2656	646	5.385	6.609	LTL Lotus Vector	S1-35A
17	3	0	2662	439	4.461	2.9760000000000004	LTL Lotus Vector	S1-35A
17	4	0	1609	369	3.305	3.306	GNA Vector	S1-35A
17	5	0	2838	304	70.763	5.462000000000001	GNA Vector	S1-35A
17	6	0	3419	312	1.003	-0.008	GNA Vector	S1-35A
17	7	0	515	104	0.11599999999999999	-0.065	NPL Vector	S1-35A
17	8	0	559	94	28.3	1.65	NPL Vector	S1-35A
17	9	0	1131	168	50.75	2.783	NPL Vector	S1-35A
17	10	0	5829	7461	212.5	165.43200000000002	MAA-II Vector	S1-35A
17	11	0	6008	7911	220.048	150.935	MAA-II Vector	S1-35A
17	12	0	5105	6557	128.571	56.071999999999996	MAA-II Vector	S1-35A
17	13	0	752	175	17.077	0.375	VVA Vector	S1-35A
17	14	0	893	556	14.681	0.486	VVA Vector	S1-35A
17	15	0	793	264	0.32	0.81	VVA Vector	S1-35A
17	1	0	1504	324	5.7860000000000005	3.3080000000000003	UEA Sigma	S1-35A
17	2	0	1383	328	2.8789999999999996	2.8689999999999998	UEA Sigma	S1-35A
17	3	0	1472	319	3.071	5.4879999999999995	UEA Sigma	S1-35A
17	4	0	1025	126	2.02	1.198	PHA-L Sigma	S1-35A
17	5	0	1306	171	31.163	3.641	PHA-L Sigma	S1-35A
17	6	0	1158	140	0.332	-0.04	PHA-L Sigma	S1-35A
17	7	0	10169	7174	2.7060000000000004	1.5730000000000002	MAA Sigma	S1-35A
17	8	0	10379	7167	439.55	105.24600000000001	MAA Sigma	S1-35A
17	9	0	10705	7509	269.563	103.397	MAA Sigma	S1-35A
17	10	0	15405	5636	423.25800000000004	99.288	SNA Sigma	S1-35A
17	11	0	16624	6160	742.955	176.11900000000003	SNA Sigma	S1-35A
17	12	0	16803	6470	37.486	30.6	SNA Sigma	S1-35A
17	13	0	17324	22272	24.653000000000002	30.541999999999998	MNA-M EY	S1-35A
17	14	0	17916	32005	11.255	15.832	MNA-M EY	S1-35A
17	15	0	16432	33093	6.662000000000001	19.525	MNA-M EY	S1-35A
17	1	0	5086	1634	5.608	4.612	SNA-I EY	S1-35A
17	2	0	6199	1927	4.0489999999999995	3.551	SNA-I EY	S1-35A
17	3	0	6084	2173	3.645	4.3839999999999995	SNA-I EY	S1-35A
17	4	0	920	910	1.012	2.9610000000000003	SNA-II EY	S1-35A
17	5	0	890	839	8.913	7.631	SNA-II EY	S1-35A
17	6	0	886	831	29.607	16.935	SNA-II EY	S1-35A
17	7	0	4996	2966	128.0	80.915	PHA-E EY	S1-35A
17	8	0	5249	3278	123.262	94.565	PHA-E EY	S1-35A
17	9	0	9560	5645	269.818	119.279	PHA-E EY	S1-35A
17	10	0	2345	647	2.9330000000000003	1.347	CA EY	S1-35A
17	11	0	7582	1715	197.861	22.768	CA EY	S1-35A
17	12	0	9014	2047	18.551	8.675	CA EY	S1-35A
17	13	0	15319	24275	16.087	28.057	MNA-G EY	S1-35A
17	14	0	15826	26649	9.432	13.421	MNA-G EY	S1-35A
17	15	0	15318	25979	10.370999999999999	14.499	MNA-G EY	S1-35A
17	1	0	855	512	0.94	2.371	UEA-II EY	S1-35A
17	2	0	760	435	0.473	0.904	UEA-II EY	S1-35A
17	3	0	785	398	0.515	0.935	UEA-II EY	S1-35A
17	4	0	1221	404	2.24	3.03	CSA EY	S1-35A
17	5	0	1181	359	12.588	5.237	CSA EY	S1-35A
17	6	0	1187	336	44.64	9.0	CSA EY	S1-35A
17	7	0	935	1194	31.976	39.813	UDA EY	S1-35A
17	8	0	1501	1701	62.25899999999999	40.0	UDA EY	S1-35A
17	9	0	2257	2690	100.875	67.068	UDA EY	S1-35A
17	10	0	28457	11160	11.218	13.817	LcH EY	S1-35A
17	11	0	30279	11887	11.452	14.545	LcH EY	S1-35A
17	12	0	30983	13146	32.692	59.547	LcH EY	S1-35A
17	13	0	20077	8501	81.36399999999999	99.182	TL EY	S1-35A
17	14	0	20010	9231	90.87799999999999	134.232	TL EY	S1-35A
17	15	0	18166	8772	46.021	19.581	TL EY	S1-35A
17	1	0	4294	3031	56.574	35.318000000000005	ACA EY	S1-35A
17	2	0	4815	3403	9.004	15.003	ACA EY	S1-35A
17	3	0	4705	3512	13.54	16.796	ACA EY	S1-35A
17	4	0	2585	1352	40.211	31.066999999999997	Blackbean EY	S1-35A
17	5	0	2457	1266	75.44800000000001	36.853	Blackbean EY	S1-35A
17	6	0	2506	1288	100.273	41.552	Blackbean EY	S1-35A
17	7	0	556	128	28.316	7.692	PHA-L EY	S1-35A
17	8	0	554	137	24.048000000000002	5.897	PHA-L EY	S1-35A
17	9	0	595	134	26.761999999999997	9.727	PHA-L EY	S1-35A
17	10	0	2757	2437	1.06	2.9360000000000004	UEA-I EY	S1-35A
17	11	0	2730	2265	0.907	1.9709999999999999	UEA-I EY	S1-35A
17	12	0	2755	2287	2.6060000000000003	8.451	UEA-I EY	S1-35A
17	13	0	2020	435	6.968999999999999	4.953	LTL Lotus EY	S1-35A
17	14	0	2114	468	7.381	7.013999999999999	LTL Lotus EY	S1-35A
17	15	0	2523	399	9.305	0.976	LTL Lotus EY	S1-35A
17	1	0	7496	4037	36.472	25.928	MAA EY	S1-35A
17	2	0	7707	4112	6.888999999999999	7.8260000000000005	MAA EY	S1-35A
17	3	0	7644	4052	5.9270000000000005	6.975	MAA EY	S1-35A
17	4	0	1162	356	1.6340000000000001	0.88	PTA GalNAc EY	S1-35A
17	5	0	1120	331	34.31	9.719	PTA GalNAc EY	S1-35A
17	6	0	1091	297	40.609	10.037	PTA GalNAc EY	S1-35A
17	7	0	22848	8217	876.5419999999999	389.88	AMA EY	S1-35A
17	8	0	22932	8214	730.107	318.968	AMA EY	S1-35A
17	9	0	22483	7749	324.952	212.93200000000002	AMA EY	S1-35A
17	10	0	796	230	11.407	6.071000000000001	PTA Gal EY	S1-35A
17	11	0	811	224	12.925	5.459	PTA Gal EY	S1-35A
17	12	0	751	232	2.977	6.6	PTA Gal EY	S1-35A
17	13	0	1726	194	4.532	18.293	ASA EY	S1-35A
17	14	0	1541	189	4.056	4.391	ASA EY	S1-35A
17	15	0	881	92	3.0439999999999996	2.612	ASA EY	S1-35A
17	1	0	1049	1453	6.021	13.91	HPA Sigma	S1-35A
17	2	0	1130	1485	1.611	5.475	HPA Sigma	S1-35A
17	3	0	1149	1477	2.4930000000000003	9.005	HPA Sigma	S1-35A
17	4	0	8857	5177	24.264	38.586	TJA-II Aniara	S1-35A
17	5	0	8734	5043	394.833	87.79299999999999	TJA-II Aniara	S1-35A
17	6	0	7995	4715	401.412	185.63	TJA-II Aniara	S1-35A
17	7	0	8800	17546	346.227	744.6	diCBM40 	S1-35A
17	8	0	8860	18355	315.12	647.2	diCBM40 	S1-35A
17	9	0	8304	15833	121.35600000000001	387.58099999999996	diCBM40 	S1-35A
17	10	0	4000	1581	112.094	46.583	AOL TCI America	S1-35A
17	11	0	4590	1930	191.333	67.4	AOL TCI America	S1-35A
17	12	0	4079	1696	161.364	63.657	AOL TCI America	S1-35A
17	13	0	11277	5017	212.0	209.71900000000002	Griffithsin 	S1-35A
17	14	0	12901	6640	156.602	308.069	Griffithsin 	S1-35A
17	15	0	13469	7390	104.779	90.616	Griffithsin 	S1-35A
17	1	0	1813	1566	102.667	55.428999999999995	SLBR-N 	S1-35A
17	2	0	1825	1510	41.106	37.654	SLBR-N 	S1-35A
17	3	0	1996	1966	51.523999999999994	71.844	SLBR-N 	S1-35A
17	4	0	9347	7907	372.773	214.278	SLBR-H 	S1-35A
17	5	0	8995	7029	456.556	185.795	SLBR-H 	S1-35A
17	6	0	9156	7626	481.059	193.25599999999997	SLBR-H 	S1-35A
17	7	0	3781	9474	179.731	376.967	SLBR-B 	S1-35A
17	8	0	3388	10064	170.03799999999998	365.355	SLBR-B 	S1-35A
17	9	0	3404	10146	251.611	357.375	SLBR-B 	S1-35A
17	10	0	22914	14826	918.947	629.194	BamBL 	S1-35A
17	11	0	22785	13469	764.095	66.319	BamBL 	S1-35A
17	12	0	23069	13294	742.1360000000001	66.14699999999999	BamBL 	S1-35A
17	13	0	10359	5482	359.654	177.543	BanLec H84T 	S1-35A
17	14	0	10016	5328	258.758	207.71900000000002	BanLec H84T 	S1-35A
17	15	0	10938	5864	324.33299999999997	158.045	BanLec H84T 	S1-35A
17	1	0	36969	12368	1614.65	611.575	Protein A 	S1-35A
17	2	0	10250	3316	662.205	608.1759999999999	Protein A 	S1-35A
17	3	0	56145	26495	1346.207	918.29	Protein A 	S1-35A
17	4	0	65492	22302	1620.846	545.697	Protein G 	S1-35A
17	5	0	65489	21155	1703.28	389.2	Protein G 	S1-35A
17	6	0	65489	19849	2154.095	540.971	Protein G 	S1-35A
17	7	0	35576	30385	1028.964	743.8530000000001	Protein L 	S1-35A
17	8	0	36021	33863	1746.235	893.2410000000001	Protein L 	S1-35A
17	9	0	36723	29552	1493.0	718.303	Protein L 	S1-35A
17	10	0	225	165	23.211	8.906	Anti Lewis A Abcam	S1-35A
17	11	0	404	142	22.947	1.538	Anti Lewis A Abcam	S1-35A
17	12	0	389	124	20.304000000000002	1.145	Anti Lewis A Abcam	S1-35A
17	13	0	233	179	13.4	6.147	Anti Lewis X 	S1-35A
17	14	0	250	183	13.667	8.412	Anti Lewis X 	S1-35A
17	15	0	244	208	13.5	7.0	Anti Lewis X 	S1-35A
17	1	0	442	495	36.368	41.0	Anti Lewis Y 	S1-35A
17	2	0	409	498	16.846	18.088	Anti Lewis Y 	S1-35A
17	3	0	399	484	15.037	16.455	Anti Lewis Y 	S1-35A
17	4	0	580	565	75.72399999999999	21.618000000000002	Anti Lewis B Sigma	S1-35A
17	5	0	651	522	76.407	18.971	Anti Lewis B Sigma	S1-35A
17	6	0	791	754	53.0	28.805999999999997	Anti Lewis B Sigma	S1-35A
17	7	0	911	511	5.157	0.391	Anti Sialyl Lewis X 	S1-35A
17	8	0	883	437	5.189	0.33399999999999996	Anti Sialyl Lewis X 	S1-35A
17	9	0	813	405	7.979	4.0169999999999995	Anti Sialyl Lewis X 	S1-35A
17	10	0	820	336	15.328	6.942	Anti H1 	S1-35A
17	11	0	737	309	42.722	10.909	Anti H1 	S1-35A
17	12	0	859	346	43.476000000000006	9.714	Anti H1 	S1-35A
17	13	0	19376	380	877.947	19.25	Anti H2 	S1-35A
17	14	0	19341	369	848.9	22.031	Anti H2 	S1-35A
17	15	0	19451	467	924.0	25.647	Anti H2 	S1-35A
17	1	0	476	115	39.842	10.323	Anti IgM Thermo Fisher	S1-35A
17	2	0	452	85	33.583	4.7139999999999995	Anti IgM Thermo Fisher	S1-35A
17	3	0	260	69	27.4	3.0860000000000003	Anti IgM Thermo Fisher	S1-35A
17	4	0	20454	1949	816.273	106.029	Anti IgM Abcam	S1-35A
17	5	0	15888	1669	914.1110000000001	96.65799999999999	Anti IgM Abcam	S1-35A
17	6	0	19025	2122	572.313	33.308	Anti IgM Abcam	S1-35A
17	7	0	1446	455	77.333	4.724	Anti MBL 	S1-35A
17	8	0	1491	438	92.6	19.667	Anti MBL 	S1-35A
17	9	0	1632	510	19.410999999999998	5.787000000000001	Anti MBL 	S1-35A
17	10	0	394	532	37.588	26.509	Anti Galectin 1 	S1-35A
17	11	0	401	581	33.176	22.956999999999997	Anti Galectin 1 	S1-35A
17	12	0	396	604	28.765	26.444000000000003	Anti Galectin 1 	S1-35A
17	13	0	738	237	54.111000000000004	8.333	Anti Galectin 3 	S1-35A
17	14	0	612	231	44.684	8.459	Anti Galectin 3 	S1-35A
17	15	0	414	158	24.565	7.31	Anti Galectin 3 	S1-35A
17	1	0	6515	2333	239.59099999999998	63.425	Anti Galectin 9 	S1-35A
17	2	0	6827	2409	300.5	97.484	Anti Galectin 9 	S1-35A
17	3	0	5982	1980	219.773	78.4	Anti Galectin 9 	S1-35A
17	4	0	2911	2108	121.318	105.031	Anti NEU1 	S1-35A
17	5	0	2315	2101	102.8	88.162	Anti NEU1 	S1-35A
17	6	0	2470	2126	118.227	59.982	Anti NEU1 	S1-35A
17	7	0	288	110	18.667	1.5759999999999998	Anti NEU3 	S1-35A
17	8	0	321	170	16.2	4.434	Anti NEU3 	S1-35A
17	9	0	73	70	38.789	11.725	Anti NEU3 	S1-35A
17	10	0	7702	1278	957.706	110.73700000000001	Anti PolySia 	S1-35A
17	11	0	7159	1112	60.347	62.301	Anti PolySia 	S1-35A
17	12	0	4659	851	38.688	46.062	Anti PolySia 	S1-35A
17	13	0	236	259	15.833	9.257	Anti Ficolin-1 	S1-35A
17	14	0	207	251	17.6	8.342	Anti Ficolin-1 	S1-35A
17	15	0	216	252	9.48	0.22699999999999998	Anti Ficolin-1 	S1-35A
17	1	0	642	308	52.048	0.214	Anti Ficolin-2 	S1-35A
17	2	0	1037	384	98.72200000000001	17.8	Anti Ficolin-2 	S1-35A
17	3	0	850	207	122.72200000000001	15.968	Anti Ficolin-2 	S1-35A
17	4	0	432	236	27.055999999999997	9.258	Anti Ficolin-3 	S1-35A
17	5	0	376	240	20.1	7.098	Anti Ficolin-3 	S1-35A
17	6	0	318	236	18.524	6.521	Anti Ficolin-3 	S1-35A
17	7	0	93	73	39.35	3.208	Anti MASP-2 	S1-35A
17	8	0	99	69	26.333000000000002	4.159	Anti MASP-2 	S1-35A
17	9	0	83	114	47.0	6.0	Anti MASP-2 	S1-35A
17	10	0	242	242	17.5	9.277999999999999	Anti MASP-1 	S1-35A
17	11	0	295	261	1.6880000000000002	4.808	Anti MASP-1 	S1-35A
17	12	0	339	297	1.74	5.557	Anti MASP-1 	S1-35A
17	13	0	774	563	25.545	25.256999999999998	Anti D-dimer 	S1-35A
17	14	0	702	543	38.05	16.811	Anti D-dimer 	S1-35A
17	15	0	879	625	38.808	0.522	Anti D-dimer 	S1-35A
17	1	0	161	251	16.474	0.43200000000000005	Anti P-selectin 	S1-35A
17	2	0	331	230	20.167	9.244	Anti P-selectin 	S1-35A
17	3	0	215	223	16.529	10.232999999999999	Anti P-selectin 	S1-35A
17	4	0	309	169	37.667	13.387	Anti E-selectin 	S1-35A
17	5	0	384	236	29.048000000000002	10.22	Anti E-selectin 	S1-35A
17	6	0	397	277	31.455	10.25	Anti E-selectin 	S1-35A
17	7	0	360	85	1.1320000000000001	0.37799999999999995	Anti L-selectin 	S1-35A
17	8	0	396	104	1.005	0.096	Anti L-selectin 	S1-35A
17	9	0	370	166	17.522000000000002	5.809	Anti L-selectin 	S1-35A
17	10	0	798	545	42.25899999999999	14.904000000000002	Anti PSGL-1 	S1-35A
17	11	0	919	694	48.731	18.396	Anti PSGL-1 	S1-35A
17	12	0	1002	720	72.0	24.8	Anti PSGL-1 	S1-35A
17	13	0	458	301	36.606	9.91	Anti ICAM-1 	S1-35A
17	14	0	427	318	36.222	7.768	Anti ICAM-1 	S1-35A
17	15	0	367	166	7.37	3.793	Anti ICAM-1 	S1-35A
17	1	0	380	223	28.04	8.605	Anti VCAM-1 	S1-35A
17	2	0	396	353	41.57899999999999	23.523000000000003	Anti VCAM-1 	S1-35A
17	3	0	437	292	41.895	21.929000000000002	Anti VCAM-1 	S1-35A
17	4	0	178	231	8.847999999999999	3.782	Anti ST6GAL1 	S1-35A
17	5	0	325	335	26.555999999999997	11.770999999999999	Anti ST6GAL1 	S1-35A
17	6	0	450	421	36.789	17.325	Anti ST6GAL1 	S1-35A
17	7	0	2857	420	20.015	0.44	Anti CL-L1 (CL-10) 	S1-35A
17	8	0	1704	421	13.460999999999999	0.39899999999999997	Anti CL-L1 (CL-10) 	S1-35A
17	9	0	1349	759	88.19	6.2989999999999995	Anti CL-L1 (CL-10) 	S1-35A
17	10	0	53	95	2.052	0.784	Anti CL-K1 (CL-11) 	S1-35A
17	11	0	68	144	5.962000000000001	3.2089999999999996	Anti CL-K1 (CL-11) 	S1-35A
17	12	0	81	159	5.478	5.15	Anti CL-K1 (CL-11) 	S1-35A
17	13	0	41829	2417	1506.8329999999999	25.616999999999997	Anti VE cadherin 	S1-35A
17	14	0	39995	1676	813.69	17.684	Anti VE cadherin 	S1-35A
17	15	0	27744	1263	706.706	18.875	Anti VE cadherin 	S1-35A
17	1	0	126	657	20.903000000000002	11.619000000000002	Anti Lewis A Thermo Fisher	S1-35A
17	2	0	249	253	24.174	21.151999999999997	Anti Lewis A Thermo Fisher	S1-35A
17	3	0	310	220	28.090999999999998	27.82	Anti Lewis A Thermo Fisher	S1-35A
17	4	0	841	326	69.176	11.125	Anti Lewis B Abcam	S1-35A
17	5	0	751	257	99.1	9.8	Anti Lewis B Abcam	S1-35A
17	6	0	695	378	50.242	16.026	Anti Lewis B Abcam	S1-35A
17	7	0	25701	3605	646.8240000000001	106.554	Anti IL-1a 	S1-35A
17	8	0	28480	4665	274.639	92.04299999999999	Anti IL-1a 	S1-35A
17	9	0	28625	4133	392.13800000000003	16.331	Anti IL-1a 	S1-35A
17	10	0	951	590	12.585999999999999	4.641	Anti TGF-b 	S1-35A
17	11	0	799	536	21.0	1.392	Anti TGF-b 	S1-35A
17	12	0	783	541	21.386999999999997	1.295	Anti TGF-b 	S1-35A
17	13	0	269	367	11.333	0.831	Anti TNF-a 	S1-35A
17	14	0	211	307	10.5	0.789	Anti TNF-a 	S1-35A
17	15	0	214	397	9.581	0.823	Anti TNF-a 	S1-35A
17	1	0	383	522	24.107	9.89	Anti IFN-g 	S1-35A
17	2	0	158	186	8.241	4.525	Anti IFN-g 	S1-35A
17	3	0	478	657	21.375	18.344	Anti IFN-g 	S1-35A
17	4	0	39	39	1.839	0.847	Anti Mac-2bp (LGALS3BP) 	S1-35A
17	5	0	36	32	2.815	0.7190000000000001	Anti Mac-2bp (LGALS3BP) 	S1-35A
17	6	0	39	32	2.647	1.156	Anti Mac-2bp (LGALS3BP) 	S1-35A
17	7	0	516	377	29.217	9.745	Anti VWF 	S1-35A
17	8	0	559	509	10.684000000000001	19.473	Anti VWF 	S1-35A
17	9	0	554	484	35.5	10.81	Anti VWF 	S1-35A
17	10	0	0	-5	0.091	-0.132	Anti B.G.A Abcam	S1-35A
17	11	0	8	34	0.091	0.154	Anti B.G.A Abcam	S1-35A
17	12	0	2	2	0.24	-0.155	Anti B.G.A Abcam	S1-35A
17	13	0	31	52	6.0	-0.016	Anti B.G.A Thermo Fisher	S1-35A
17	14	0	21	40	1.464	-0.136	Anti B.G.A Thermo Fisher	S1-35A
17	15	0	20	28	3.138	-0.159	Anti B.G.A Thermo Fisher	S1-35A
17	1	0	499	331	-0.031	0.043	Anti B.G.B Abcam	S1-35A
17	2	0	584	354	-0.023	0.23600000000000002	Anti B.G.B Abcam	S1-35A
17	3	0	561	369	-0.027000000000000003	0.19699999999999998	Anti B.G.B Abcam	S1-35A
17	4	0	452	271	0.359	0.225	Anti B.G.B Thermo Fisher	S1-35A
17	5	0	450	218	0.32	0.11900000000000001	Anti B.G.B Thermo Fisher	S1-35A
17	6	0	492	257	0.49700000000000005	0.33299999999999996	Anti B.G.B Thermo Fisher	S1-35A
17	7	0	312	238	6.692	6.371	Anti CD63 Thermo Fisher	S1-35A
17	8	0	325	201	7.691	6.422000000000001	Anti CD63 Thermo Fisher	S1-35A
17	9	0	379	246	17.275	1.864	Anti CD63 Thermo Fisher	S1-35A
17	10	0	340	445	3.932	1.54	Cholera Toxin B Sigma	S1-35A
17	11	0	432	443	4.757	2.135	Cholera Toxin B Sigma	S1-35A
17	12	0	422	328	10.594000000000001	2.0980000000000003	Cholera Toxin B Sigma	S1-35A
17	13	0	41774	21262	860.8610000000001	169.891	RCA120 Vector	S1-35A
17	14	0	38526	25619	963.946	192.726	RCA120 Vector	S1-35A
17	15	0	38152	20736	564.393	26.660999999999998	RCA120 Vector	S1-35A
18	1	0	1050	1471	43.417	37.105	ConA Sigma	S1-39A
18	2	0	1143	1478	52.043	39.474000000000004	ConA Sigma	S1-39A
18	3	0	1030	1395	44.833	15.284	ConA Sigma	S1-39A
18	4	0	676	448	41.083	14.522	GNA Sigma	S1-39A
18	5	0	501	354	29.406999999999996	7.5	GNA Sigma	S1-39A
18	6	0	506	310	18.97	8.435	GNA Sigma	S1-39A
18	7	0	598	524	17.485	10.1	AIA GlycoMatrix	S1-39A
18	8	0	625	546	25.333000000000002	20.519000000000002	AIA GlycoMatrix	S1-39A
18	9	0	730	613	27.469	12.692	AIA GlycoMatrix	S1-39A
18	10	0	6162	597	169.257	12.012	PHA-E Vector	S1-39A
18	11	0	6711	649	162.744	6.41	PHA-E Vector	S1-39A
18	12	0	7642	835	175.025	9.068	PHA-E Vector	S1-39A
18	13	0	1729	1471	45.533	34.931	AIA Vector	S1-39A
18	14	0	1876	1770	37.466	25.663	AIA Vector	S1-39A
18	15	0	1880	1397	35.429	19.631	AIA Vector	S1-39A
18	1	0	1187	812	47.407	14.985	LcH Vector	S1-39A
18	2	0	1224	698	39.69	19.302	LcH Vector	S1-39A
18	3	0	1272	679	43.653999999999996	7.956	LcH Vector	S1-39A
18	4	0	4915	2966	196.72	40.054	SNA Vector	S1-39A
18	5	0	4976	2942	176.571	68.957	SNA Vector	S1-39A
18	6	0	4886	2873	180.407	72.209	SNA Vector	S1-39A
18	7	0	1930	589	105.5	40.383	WGA Vector	S1-39A
18	8	0	1994	626	111.774	38.709	WGA Vector	S1-39A
18	9	0	2292	772	118.361	65.44800000000001	WGA Vector	S1-39A
18	10	0	171	323	4.55	3.736	PNA Vector	S1-39A
18	11	0	184	360	5.053	4.386	PNA Vector	S1-39A
18	12	0	148	327	7.641	17.0	PNA Vector	S1-39A
18	13	0	1198	64955	26.0	776.7360000000001	AAL Vector	S1-39A
18	14	0	1356	59803	41.953	597.0790000000001	AAL Vector	S1-39A
18	15	0	1272	57248	25.593000000000004	236.503	AAL Vector	S1-39A
18	1	0	1800	1102	69.111	20.373	PSA Vector	S1-39A
18	2	0	1802	997	69.03699999999999	27.814	PSA Vector	S1-39A
18	3	0	1941	958	75.148	25.69	PSA Vector	S1-39A
18	4	0	2703	1456	116.208	44.975	PSA GlycoMatrix	S1-39A
18	5	0	3002	1832	92.152	41.086999999999996	PSA GlycoMatrix	S1-39A
18	6	0	2596	1594	91.367	37.044000000000004	PSA GlycoMatrix	S1-39A
18	7	0	2928	379	50.909	9.894	UEA-I Vector	S1-39A
18	8	0	2822	324	47.912	5.7860000000000005	UEA-I Vector	S1-39A
18	9	0	2950	303	53.417	5.122999999999999	UEA-I Vector	S1-39A
18	10	0	408	222	28.636	13.759	LEL Vector	S1-39A
18	11	0	379	239	24.861	8.547	LEL Vector	S1-39A
18	12	0	377	241	23.026	7.727	LEL Vector	S1-39A
18	13	0	14953	7178	322.32599999999996	103.197	MPL Vector	S1-39A
18	14	0	12250	5069	220.13	74.311	MPL Vector	S1-39A
18	15	0	13621	6307	254.942	33.853	MPL Vector	S1-39A
18	1	0	2107	400	81.885	15.675999999999998	BPL Vector	S1-39A
18	2	0	2002	324	71.185	9.865	BPL Vector	S1-39A
18	3	0	2293	387	80.538	13.815999999999999	BPL Vector	S1-39A
18	4	0	3540	837	162.03799999999998	43.838	MAA-I Vector	S1-39A
18	5	0	3409	637	128.031	42.571000000000005	MAA-I Vector	S1-39A
18	6	0	3648	975	148.774	47.288999999999994	MAA-I Vector	S1-39A
18	7	0	1160	10436	87.81299999999999	343.273	STL Vector	S1-39A
18	8	0	878	9127	49.288000000000004	85.064	STL Vector	S1-39A
18	9	0	727	7721	51.963	77.775	STL Vector	S1-39A
18	10	0	976	428	17.959	7.672000000000001	WFA Vector	S1-39A
18	11	0	992	542	24.833000000000002	9.879	WFA Vector	S1-39A
18	12	0	974	489	23.595	10.909	WFA Vector	S1-39A
18	13	0	3701	1213	68.574	18.119	DBA Vector	S1-39A
18	14	0	3730	1089	66.442	16.238	DBA Vector	S1-39A
18	15	0	3661	864	66.178	13.402999999999999	DBA Vector	S1-39A
